scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,6,0.607231975
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,7,0.588800013
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,8,0.595968008
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,0,0.52838397
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,1,0.527360022
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,2,0.523263991
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,3,0.528191984
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,4,0.518144011
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,5,0.521215975
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,6,0.51404798
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,7,0.523263991
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,8,0.516095996
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,0,0.67584002
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,1,0.670719981
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,2,0.674816012
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,3,0.678911984
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,4,0.672767997
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,5,0.670719981
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,6,0.67584002
